Número do contrato,Data de assinatura do contrato,Valor do contrato,Duração do contrato,Nome da empresa ou fornecedor contratado,Nome da agência governamental,Valor total do contrato,Valor pago até o momento,Valor a ser pago no futuro,Data de pagamento de parcelas,Latitude,Longitude,Região,Estado,Histórico de Pagamentos
1771,2023-01-05,12127.09,5,da Paz,Ministério da Justiça,12127.09,5300.49,25.960000000000107,"[datetime.date(2026, 2, 21), datetime.date(2027, 4, 24), datetime.date(2027, 7, 16), datetime.date(2023, 12, 6), datetime.date(2025, 5, 16)]",-16.6864,-49.2643,Centro-Oeste,GO,"[{'Data Pagamento': datetime.date(2026, 2, 21), 'Valor': 5567.97}, {'Data Pagamento': datetime.date(2027, 4, 24), 'Valor': 562.74}, {'Data Pagamento': datetime.date(2027, 7, 16), 'Valor': 579.39}, {'Data Pagamento': datetime.date(2023, 12, 6), 'Valor': 64.79}, {'Data Pagamento': datetime.date(2025, 5, 16), 'Valor': 25.75}]"
8226,2021-04-23,44994.06,2,Alves Oliveira - ME,Ministério da Justiça,44994.06,7517.59,6768.970000000005,"[datetime.date(2022, 5, 11), datetime.date(2022, 8, 25)]",-1.4554,-48.4898,Norte,PA,"[{'Data Pagamento': datetime.date(2022, 5, 11), 'Valor': 11479.31}, {'Data Pagamento': datetime.date(2022, 8, 25), 'Valor': 19228.19}]"
8327,2020-10-05,45056.29,2,Peixoto e Filhos,Ministério da Economia,45056.29,10755.1,2789.510000000004,"[datetime.date(2021, 8, 16), datetime.date(2022, 7, 24)]",-2.53874,-44.2825,Nordeste,MA,"[{'Data Pagamento': datetime.date(2021, 8, 16), 'Valor': 19388.3}, {'Data Pagamento': datetime.date(2022, 7, 24), 'Valor': 12123.38}]"
7726,2021-08-16,11274.46,3,Porto,Ministério da Saúde,11274.46,8839.16,140.55999999999932,"[datetime.date(2022, 4, 5), datetime.date(2022, 5, 16), datetime.date(2022, 11, 12)]",-30.0328,-51.2176,Sul,RS,"[{'Data Pagamento': datetime.date(2022, 4, 5), 'Valor': 1881.33}, {'Data Pagamento': datetime.date(2022, 5, 16), 'Valor': 220.86}, {'Data Pagamento': datetime.date(2022, 11, 12), 'Valor': 192.55}]"
4932,2021-10-14,48868.64,4,da Conceição,Ministério da Saúde,48868.64,8706.34,1689.910000000002,"[datetime.date(2024, 3, 28), datetime.date(2024, 12, 10), datetime.date(2024, 3, 26), datetime.date(2025, 4, 17)]",-5.79447,-35.211,Nordeste,RN,"[{'Data Pagamento': datetime.date(2024, 3, 28), 'Valor': 27225.45}, {'Data Pagamento': datetime.date(2024, 12, 10), 'Valor': 6028.52}, {'Data Pagamento': datetime.date(2024, 3, 26), 'Valor': 4748.24}, {'Data Pagamento': datetime.date(2025, 4, 17), 'Valor': 470.18}]"
9173,2021-09-02,46743.41,3,Fogaça,Ministério da Defesa,46743.41,2431.67,67.8700000000058,"[datetime.date(2023, 2, 24), datetime.date(2023, 7, 22), datetime.date(2024, 1, 12)]",-15.7801,-47.9292,Centro-Oeste,DF,"[{'Data Pagamento': datetime.date(2023, 2, 24), 'Valor': 22822.79}, {'Data Pagamento': datetime.date(2023, 7, 22), 'Valor': 18196.94}, {'Data Pagamento': datetime.date(2024, 1, 12), 'Valor': 3224.14}]"
4619,2019-02-04,22469.81,3,Cunha Rocha S/A,Ministério do Meio Ambiente,22469.81,1184.88,322.04999999999916,"[datetime.date(2019, 9, 18), datetime.date(2021, 9, 28), datetime.date(2021, 11, 30)]",-12.9714,-38.5014,Nordeste,BA,"[{'Data Pagamento': datetime.date(2019, 9, 18), 'Valor': 13679.12}, {'Data Pagamento': datetime.date(2021, 9, 28), 'Valor': 6970.64}, {'Data Pagamento': datetime.date(2021, 11, 30), 'Valor': 313.12}]"
9790,2023-05-08,43594.0,1,Souza,Ministério das Relações Exteriores,43594.0,30771.12,6929.850000000001,"[datetime.date(2023, 7, 27)]",-15.7801,-47.9292,Centro-Oeste,DF,"[{'Data Pagamento': datetime.date(2023, 7, 27), 'Valor': 5893.03}]"
9980,2023-08-20,28934.72,3,Cavalcanti Cardoso Ltda.,Ministério do Meio Ambiente,28934.72,27233.29,1297.4000000000003,"[datetime.date(2023, 10, 11), datetime.date(2026, 6, 5), datetime.date(2024, 12, 21)]",-15.601,-56.0974,Centro-Oeste,MT,"[{'Data Pagamento': datetime.date(2023, 10, 11), 'Valor': 172.5}, {'Data Pagamento': datetime.date(2026, 6, 5), 'Valor': 28.2}, {'Data Pagamento': datetime.date(2024, 12, 21), 'Valor': 203.33}]"
2734,2021-07-28,20714.32,5,Fogaça da Mota - EI,Ministério da Economia,20714.32,3193.53,15.790000000001143,"[datetime.date(2023, 2, 13), datetime.date(2024, 6, 24), datetime.date(2026, 6, 15), datetime.date(2025, 5, 10), datetime.date(2024, 10, 18)]",-25.4195,-49.2646,Sul,PR,"[{'Data Pagamento': datetime.date(2023, 2, 13), 'Valor': 15355.07}, {'Data Pagamento': datetime.date(2024, 6, 24), 'Valor': 1310.49}, {'Data Pagamento': datetime.date(2026, 6, 15), 'Valor': 725.62}, {'Data Pagamento': datetime.date(2025, 5, 10), 'Valor': 23.43}, {'Data Pagamento': datetime.date(2024, 10, 18), 'Valor': 90.39}]"
4066,2022-09-09,23722.11,5,Novaes,Ministério das Relações Exteriores,23722.11,8476.54,0.3799999999995407,"[datetime.date(2024, 8, 19), datetime.date(2027, 1, 25), datetime.date(2024, 3, 22), datetime.date(2025, 7, 19), datetime.date(2023, 12, 20)]",-8.76077,-63.8999,Norte,RO,"[{'Data Pagamento': datetime.date(2024, 8, 19), 'Valor': 9980.25}, {'Data Pagamento': datetime.date(2027, 1, 25), 'Valor': 3881.82}, {'Data Pagamento': datetime.date(2024, 3, 22), 'Valor': 894.39}, {'Data Pagamento': datetime.date(2025, 7, 19), 'Valor': 423.16}, {'Data Pagamento': datetime.date(2023, 12, 20), 'Valor': 65.57}]"
8400,2019-12-28,21282.91,2,Barros Moura Ltda.,Ministério da Saúde,21282.91,19145.79,1162.209999999999,"[datetime.date(2020, 2, 11), datetime.date(2020, 5, 27)]",-5.79447,-35.211,Nordeste,RN,"[{'Data Pagamento': datetime.date(2020, 2, 11), 'Valor': 966.32}, {'Data Pagamento': datetime.date(2020, 5, 27), 'Valor': 8.59}]"
3523,2019-10-16,29650.23,4,Oliveira,Ministério da Economia,29650.23,21489.32,501.89999999999986,"[datetime.date(2021, 4, 29), datetime.date(2020, 6, 19), datetime.date(2020, 10, 8), datetime.date(2019, 10, 30)]",-10.2128,-48.3607,Norte,TO,"[{'Data Pagamento': datetime.date(2021, 4, 29), 'Valor': 5090.5}, {'Data Pagamento': datetime.date(2020, 6, 19), 'Valor': 1839.66}, {'Data Pagamento': datetime.date(2020, 10, 8), 'Valor': 407.58}, {'Data Pagamento': datetime.date(2019, 10, 30), 'Valor': 321.27}]"
7853,2023-09-05,35531.01,5,Nogueira Vieira e Filhos,Ministério do Desenvolvimento Regional,35531.01,23272.52,310.5700000000023,"[datetime.date(2027, 12, 16), datetime.date(2026, 8, 21), datetime.date(2025, 4, 18), datetime.date(2024, 7, 14), datetime.date(2028, 1, 19)]",-23.5505,-46.6333,Sudeste,SP,"[{'Data Pagamento': datetime.date(2027, 12, 16), 'Valor': 2617.81}, {'Data Pagamento': datetime.date(2026, 8, 21), 'Valor': 7016.03}, {'Data Pagamento': datetime.date(2025, 4, 18), 'Valor': 1725.4}, {'Data Pagamento': datetime.date(2024, 7, 14), 'Valor': 49.38}, {'Data Pagamento': datetime.date(2028, 1, 19), 'Valor': 539.3}]"
4383,2022-07-12,45930.7,3,Rezende,Ministério da Saúde,45930.7,40884.47,22.329999999996204,"[datetime.date(2024, 6, 7), datetime.date(2022, 11, 7), datetime.date(2024, 6, 19)]",-15.7801,-47.9292,Centro-Oeste,DF,"[{'Data Pagamento': datetime.date(2024, 6, 7), 'Valor': 1777.36}, {'Data Pagamento': datetime.date(2022, 11, 7), 'Valor': 3097.96}, {'Data Pagamento': datetime.date(2024, 6, 19), 'Valor': 148.58}]"
8846,2021-12-22,20702.78,3,Moraes S.A.,"Ministério da Agricultura, Pecuária e Abastecimento",20702.78,11394.64,2620.47,"[datetime.date(2023, 8, 14), datetime.date(2022, 2, 23), datetime.date(2023, 9, 25)]",-22.9068,-43.1729,Sudeste,RJ,"[{'Data Pagamento': datetime.date(2023, 8, 14), 'Valor': 5311.57}, {'Data Pagamento': datetime.date(2022, 2, 23), 'Valor': 312.73}, {'Data Pagamento': datetime.date(2023, 9, 25), 'Valor': 1063.37}]"
9002,2019-10-12,42495.63,3,Gonçalves - EI,Ministério da Economia,42495.63,31132.48,478.6099999999977,"[datetime.date(2022, 8, 30), datetime.date(2019, 11, 13), datetime.date(2020, 11, 20)]",-15.7801,-47.9292,Centro-Oeste,DF,"[{'Data Pagamento': datetime.date(2022, 8, 30), 'Valor': 6131.62}, {'Data Pagamento': datetime.date(2019, 11, 13), 'Valor': 4273.22}, {'Data Pagamento': datetime.date(2020, 11, 20), 'Valor': 479.7}]"
5707,2019-09-17,18417.83,2,Souza,Ministério da Saúde,18417.83,1531.01,6758.600000000004,"[datetime.date(2020, 8, 30), datetime.date(2020, 10, 27)]",-25.4195,-49.2646,Sul,PR,"[{'Data Pagamento': datetime.date(2020, 8, 30), 'Valor': 7927.58}, {'Data Pagamento': datetime.date(2020, 10, 27), 'Valor': 2200.64}]"
6358,2023-10-11,27189.47,4,da Cunha,Ministério da Economia,27189.47,6999.42,8373.120000000003,"[datetime.date(2026, 3, 24), datetime.date(2024, 4, 8), datetime.date(2027, 1, 22), datetime.date(2024, 1, 9)]",-3.7172,-38.5433,Nordeste,CE,"[{'Data Pagamento': datetime.date(2026, 3, 24), 'Valor': 440.82}, {'Data Pagamento': datetime.date(2024, 4, 8), 'Valor': 4878.52}, {'Data Pagamento': datetime.date(2027, 1, 22), 'Valor': 4086.26}, {'Data Pagamento': datetime.date(2024, 1, 9), 'Valor': 2411.33}]"
1982,2023-10-10,38153.55,1,Nascimento Caldeira e Filhos,Ministério da Educação,38153.55,2570.4,629.760000000002,"[datetime.date(2024, 5, 1)]",-3.7172,-38.5433,Nordeste,CE,"[{'Data Pagamento': datetime.date(2024, 5, 1), 'Valor': 34953.39}]"
9033,2021-04-01,11487.92,2,Costa Ltda.,Ministério da Defesa,11487.92,3526.0,749.3700000000002,"[datetime.date(2022, 5, 21), datetime.date(2021, 10, 31)]",-1.4554,-48.4898,Norte,PA,"[{'Data Pagamento': datetime.date(2022, 5, 21), 'Valor': 7133.95}, {'Data Pagamento': datetime.date(2021, 10, 31), 'Valor': 78.6}]"
6473,2019-07-10,34151.86,5,Costa S/A,Ministério da Justiça,34151.86,23368.56,5.699999999999534,"[datetime.date(2022, 2, 24), datetime.date(2021, 5, 9), datetime.date(2024, 5, 30), datetime.date(2023, 3, 4), datetime.date(2020, 5, 5)]",-20.3155,-40.3128,Sudeste,ES,"[{'Data Pagamento': datetime.date(2022, 2, 24), 'Valor': 6050.28}, {'Data Pagamento': datetime.date(2021, 5, 9), 'Valor': 1681.12}, {'Data Pagamento': datetime.date(2024, 5, 30), 'Valor': 2674.42}, {'Data Pagamento': datetime.date(2023, 3, 4), 'Valor': 68.35}, {'Data Pagamento': datetime.date(2020, 5, 5), 'Valor': 303.43}]"
7870,2019-12-24,17849.2,5,Melo Azevedo Ltda.,Ministério da Educação,17849.2,7955.59,25.820000000000185,"[datetime.date(2020, 5, 28), datetime.date(2023, 4, 7), datetime.date(2020, 3, 23), datetime.date(2021, 10, 11), datetime.date(2022, 11, 4)]",-20.3155,-40.3128,Sudeste,ES,"[{'Data Pagamento': datetime.date(2020, 5, 28), 'Valor': 8076.77}, {'Data Pagamento': datetime.date(2023, 4, 7), 'Valor': 873.4}, {'Data Pagamento': datetime.date(2020, 3, 23), 'Valor': 642.38}, {'Data Pagamento': datetime.date(2021, 10, 11), 'Valor': 273.14}, {'Data Pagamento': datetime.date(2022, 11, 4), 'Valor': 2.1}]"
6893,2022-07-31,39087.47,4,Farias,Ministério da Saúde,39087.47,6525.69,55.13000000000102,"[datetime.date(2023, 7, 19), datetime.date(2024, 12, 27), datetime.date(2022, 8, 9), datetime.date(2024, 9, 2)]",-9.9747,-67.8076,Norte,AC,"[{'Data Pagamento': datetime.date(2023, 7, 19), 'Valor': 22734.29}, {'Data Pagamento': datetime.date(2024, 12, 27), 'Valor': 5776.27}, {'Data Pagamento': datetime.date(2022, 8, 9), 'Valor': 2606.03}, {'Data Pagamento': datetime.date(2024, 9, 2), 'Valor': 1390.06}]"
3282,2019-01-01,25359.09,4,Santos Ltda.,Ministério da Defesa,25359.09,18122.27,89.06999999999931,"[datetime.date(2021, 10, 24), datetime.date(2022, 2, 22), datetime.date(2022, 4, 22), datetime.date(2021, 1, 25)]",-7.11509,-34.8641,Nordeste,PB,"[{'Data Pagamento': datetime.date(2021, 10, 24), 'Valor': 6117.02}, {'Data Pagamento': datetime.date(2022, 2, 22), 'Valor': 288.56}, {'Data Pagamento': datetime.date(2022, 4, 22), 'Valor': 390.25}, {'Data Pagamento': datetime.date(2021, 1, 25), 'Valor': 351.92}]"
9939,2020-08-13,22291.53,3,Lopes,Ministério do Desenvolvimento Regional,22291.53,12762.75,560.6999999999989,"[datetime.date(2022, 5, 23), datetime.date(2022, 8, 30), datetime.date(2021, 11, 11)]",-20.3155,-40.3128,Sudeste,ES,"[{'Data Pagamento': datetime.date(2022, 5, 23), 'Valor': 3847.83}, {'Data Pagamento': datetime.date(2022, 8, 30), 'Valor': 4450.79}, {'Data Pagamento': datetime.date(2021, 11, 11), 'Valor': 669.46}]"
9277,2023-09-06,12546.12,3,Novaes - ME,Ministério da Justiça,12546.12,11789.56,84.03000000000134,"[datetime.date(2025, 2, 26), datetime.date(2023, 10, 10), datetime.date(2024, 1, 24)]",-30.0328,-51.2176,Sul,RS,"[{'Data Pagamento': datetime.date(2025, 2, 26), 'Valor': 50.78}, {'Data Pagamento': datetime.date(2023, 10, 10), 'Valor': 446.95}, {'Data Pagamento': datetime.date(2024, 1, 24), 'Valor': 174.8}]"
6615,2022-11-07,29790.41,5,da Cruz - ME,Ministério da Saúde,29790.41,21229.88,667.1199999999994,"[datetime.date(2027, 7, 5), datetime.date(2026, 7, 16), datetime.date(2025, 10, 9), datetime.date(2025, 12, 9), datetime.date(2024, 7, 13)]",-5.79447,-35.211,Nordeste,RN,"[{'Data Pagamento': datetime.date(2027, 7, 5), 'Valor': 4368.61}, {'Data Pagamento': datetime.date(2026, 7, 16), 'Valor': 231.39}, {'Data Pagamento': datetime.date(2025, 10, 9), 'Valor': 365.4}, {'Data Pagamento': datetime.date(2025, 12, 9), 'Valor': 514.18}, {'Data Pagamento': datetime.date(2024, 7, 13), 'Valor': 2413.83}]"
3148,2020-08-24,17495.44,2,Novaes,Ministério do Meio Ambiente,17495.44,3893.48,1877.7799999999984,"[datetime.date(2022, 5, 27), datetime.date(2021, 6, 26)]",-8.04756,-34.877,Nordeste,PE,"[{'Data Pagamento': datetime.date(2022, 5, 27), 'Valor': 9085.78}, {'Data Pagamento': datetime.date(2021, 6, 26), 'Valor': 2638.4}]"
7969,2022-06-13,45020.67,2,Dias,Ministério do Meio Ambiente,45020.67,9439.4,428.73,"[datetime.date(2022, 6, 30), datetime.date(2022, 6, 24)]",-15.7801,-47.9292,Centro-Oeste,DF,"[{'Data Pagamento': datetime.date(2022, 6, 30), 'Valor': 33861.02}, {'Data Pagamento': datetime.date(2022, 6, 24), 'Valor': 1291.52}]"
1262,2020-03-14,22404.45,1,Ribeiro Silva S.A.,Ministério da Justiça,22404.45,12614.51,1808.3400000000001,"[datetime.date(2020, 7, 1)]",-8.76077,-63.8999,Norte,RO,"[{'Data Pagamento': datetime.date(2020, 7, 1), 'Valor': 7981.6}]"
9911,2021-06-28,23018.31,2,Barbosa,Ministério do Desenvolvimento Regional,23018.31,19794.38,1916.65,"[datetime.date(2023, 6, 24), datetime.date(2023, 4, 11)]",-7.11509,-34.8641,Nordeste,PB,"[{'Data Pagamento': datetime.date(2023, 6, 24), 'Valor': 1172.18}, {'Data Pagamento': datetime.date(2023, 4, 11), 'Valor': 135.1}]"
5404,2022-11-08,45509.82,3,Fogaça - EI,Ministério do Meio Ambiente,45509.82,38472.32,136.46000000000032,"[datetime.date(2024, 4, 17), datetime.date(2023, 3, 10), datetime.date(2023, 5, 2)]",-22.9068,-43.1729,Sudeste,RJ,"[{'Data Pagamento': datetime.date(2024, 4, 17), 'Valor': 6049.44}, {'Data Pagamento': datetime.date(2023, 3, 10), 'Valor': 368.41}, {'Data Pagamento': datetime.date(2023, 5, 2), 'Valor': 483.19}]"
7463,2022-02-28,33037.25,3,Nascimento Viana S/A,Ministério da Defesa,33037.25,25244.73,1371.1800000000007,"[datetime.date(2024, 2, 14), datetime.date(2023, 5, 15), datetime.date(2023, 9, 6)]",-1.4554,-48.4898,Norte,PA,"[{'Data Pagamento': datetime.date(2024, 2, 14), 'Valor': 4798.62}, {'Data Pagamento': datetime.date(2023, 5, 15), 'Valor': 809.37}, {'Data Pagamento': datetime.date(2023, 9, 6), 'Valor': 813.35}]"
2191,2022-04-19,44546.08,1,Freitas Silveira S/A,Ministério da Saúde,44546.08,29628.79,5582.450000000001,"[datetime.date(2022, 12, 23)]",-8.04756,-34.877,Nordeste,PE,"[{'Data Pagamento': datetime.date(2022, 12, 23), 'Valor': 9334.84}]"
7587,2021-06-25,29502.79,5,Pinto,Ministério da Defesa,29502.79,13046.34,34.18000000000126,"[datetime.date(2026, 2, 21), datetime.date(2023, 1, 1), datetime.date(2023, 1, 25), datetime.date(2024, 12, 3), datetime.date(2023, 2, 27)]",-10.9472,-37.0731,Nordeste,SE,"[{'Data Pagamento': datetime.date(2026, 2, 21), 'Valor': 11412.89}, {'Data Pagamento': datetime.date(2023, 1, 1), 'Valor': 2775.65}, {'Data Pagamento': datetime.date(2023, 1, 25), 'Valor': 980.48}, {'Data Pagamento': datetime.date(2024, 12, 3), 'Valor': 986.43}, {'Data Pagamento': datetime.date(2023, 2, 27), 'Valor': 266.82}]"
5174,2018-11-23,24062.78,5,Oliveira e Filhos,Ministério do Meio Ambiente,24062.78,19982.64,60.84999999999998,"[datetime.date(2020, 11, 23), datetime.date(2019, 3, 1), datetime.date(2020, 7, 17), datetime.date(2023, 3, 28), datetime.date(2021, 7, 15)]",0.0356,-51.0706,Norte,AP,"[{'Data Pagamento': datetime.date(2020, 11, 23), 'Valor': 1455.28}, {'Data Pagamento': datetime.date(2019, 3, 1), 'Valor': 57.24}, {'Data Pagamento': datetime.date(2020, 7, 17), 'Valor': 2368.62}, {'Data Pagamento': datetime.date(2023, 3, 28), 'Valor': 34.11}, {'Data Pagamento': datetime.date(2021, 7, 15), 'Valor': 104.04}]"
5848,2020-02-10,15298.06,5,da Cruz Ltda.,Ministério das Relações Exteriores,15298.06,1191.1,57.42999999999891,"[datetime.date(2021, 10, 1), datetime.date(2023, 5, 16), datetime.date(2020, 8, 7), datetime.date(2022, 11, 11), datetime.date(2021, 3, 13)]",-10.9472,-37.0731,Nordeste,SE,"[{'Data Pagamento': datetime.date(2021, 10, 1), 'Valor': 567.93}, {'Data Pagamento': datetime.date(2023, 5, 16), 'Valor': 12979.83}, {'Data Pagamento': datetime.date(2020, 8, 7), 'Valor': 244.93}, {'Data Pagamento': datetime.date(2022, 11, 11), 'Valor': 164.79}, {'Data Pagamento': datetime.date(2021, 3, 13), 'Valor': 92.05}]"
3136,2020-01-04,14622.01,2,da Mota,Ministério das Relações Exteriores,14622.01,3946.75,868.6400000000003,"[datetime.date(2020, 1, 31), datetime.date(2021, 7, 29)]",-2.53874,-44.2825,Nordeste,MA,"[{'Data Pagamento': datetime.date(2020, 1, 31), 'Valor': 4679.43}, {'Data Pagamento': datetime.date(2021, 7, 29), 'Valor': 5127.19}]"
1361,2021-01-12,30410.66,5,Mendes Rezende e Filhos,Ministério da Economia,30410.66,18695.6,83.71000000000139,"[datetime.date(2023, 1, 27), datetime.date(2021, 8, 23), datetime.date(2023, 3, 25), datetime.date(2022, 7, 28), datetime.date(2024, 5, 26)]",-8.76077,-63.8999,Norte,RO,"[{'Data Pagamento': datetime.date(2023, 1, 27), 'Valor': 2804.23}, {'Data Pagamento': datetime.date(2021, 8, 23), 'Valor': 7312.27}, {'Data Pagamento': datetime.date(2023, 3, 25), 'Valor': 1379.83}, {'Data Pagamento': datetime.date(2022, 7, 28), 'Valor': 115.25}, {'Data Pagamento': datetime.date(2024, 5, 26), 'Valor': 19.77}]"
6829,2021-12-16,11963.71,2,Fogaça Teixeira S/A,Ministério da Educação,11963.71,5275.93,2453.619999999999,"[datetime.date(2022, 6, 18), datetime.date(2022, 2, 26)]",0.0356,-51.0706,Norte,AP,"[{'Data Pagamento': datetime.date(2022, 6, 18), 'Valor': 3677.25}, {'Data Pagamento': datetime.date(2022, 2, 26), 'Valor': 556.91}]"
9678,2020-09-17,20621.55,1,Campos,Ministério da Saúde,20621.55,11148.97,1129.5300000000007,"[datetime.date(2021, 8, 31)]",-1.4554,-48.4898,Norte,PA,"[{'Data Pagamento': datetime.date(2021, 8, 31), 'Valor': 8343.05}]"
4943,2023-05-01,25035.71,2,da Paz Ltda.,Ministério da Economia,25035.71,17854.62,1192.0900000000001,"[datetime.date(2024, 12, 29), datetime.date(2023, 5, 28)]",-12.9714,-38.5014,Nordeste,BA,"[{'Data Pagamento': datetime.date(2024, 12, 29), 'Valor': 4364.67}, {'Data Pagamento': datetime.date(2023, 5, 28), 'Valor': 1624.33}]"
1147,2023-03-07,45081.69,3,Martins,Ministério das Relações Exteriores,45081.69,21073.86,7313.960000000003,"[datetime.date(2023, 5, 25), datetime.date(2023, 3, 17), datetime.date(2023, 6, 27)]",-15.7801,-47.9292,Centro-Oeste,DF,"[{'Data Pagamento': datetime.date(2023, 5, 25), 'Valor': 3102.53}, {'Data Pagamento': datetime.date(2023, 3, 17), 'Valor': 9442.59}, {'Data Pagamento': datetime.date(2023, 6, 27), 'Valor': 4148.75}]"
1327,2019-08-24,39739.06,2,Caldeira,Ministério da Justiça,39739.06,1948.42,13308.67,"[datetime.date(2019, 12, 26), datetime.date(2019, 12, 13)]",-2.53874,-44.2825,Nordeste,MA,"[{'Data Pagamento': datetime.date(2019, 12, 26), 'Valor': 16754.62}, {'Data Pagamento': datetime.date(2019, 12, 13), 'Valor': 7727.35}]"
4961,2021-05-28,32300.95,2,Gomes,"Ministério da Agricultura, Pecuária e Abastecimento",32300.95,10703.05,922.5500000000006,"[datetime.date(2022, 1, 4), datetime.date(2021, 9, 1)]",-9.9747,-67.8076,Norte,AC,"[{'Data Pagamento': datetime.date(2022, 1, 4), 'Valor': 18246.04}, {'Data Pagamento': datetime.date(2021, 9, 1), 'Valor': 2429.31}]"
9611,2022-09-13,44690.38,4,da Cunha Fogaça S/A,"Ministério da Agricultura, Pecuária e Abastecimento",44690.38,41499.81,275.3899999999999,"[datetime.date(2023, 2, 20), datetime.date(2026, 2, 26), datetime.date(2025, 6, 26), datetime.date(2023, 11, 21)]",-23.5505,-46.6333,Sudeste,SP,"[{'Data Pagamento': datetime.date(2023, 2, 20), 'Valor': 2501.24}, {'Data Pagamento': datetime.date(2026, 2, 26), 'Valor': 183.99}, {'Data Pagamento': datetime.date(2025, 6, 26), 'Valor': 97.6}, {'Data Pagamento': datetime.date(2023, 11, 21), 'Valor': 132.35}]"
1140,2021-09-09,40338.47,5,Cavalcanti S.A.,Ministério do Meio Ambiente,40338.47,40282.17,1.1000000000029104,"[datetime.date(2025, 4, 15), datetime.date(2022, 1, 19), datetime.date(2022, 4, 18), datetime.date(2024, 10, 9), datetime.date(2024, 11, 24)]",-22.9068,-43.1729,Sudeste,RJ,"[{'Data Pagamento': datetime.date(2025, 4, 15), 'Valor': 30.81}, {'Data Pagamento': datetime.date(2022, 1, 19), 'Valor': 15.07}, {'Data Pagamento': datetime.date(2022, 4, 18), 'Valor': 1.96}, {'Data Pagamento': datetime.date(2024, 10, 9), 'Valor': 6.83}, {'Data Pagamento': datetime.date(2024, 11, 24), 'Valor': 0.53}]"
7487,2023-02-08,14105.19,2,Freitas,Ministério da Economia,14105.19,1068.6,3678.4800000000014,"[datetime.date(2023, 12, 5), datetime.date(2024, 6, 30)]",-2.53874,-44.2825,Nordeste,MA,"[{'Data Pagamento': datetime.date(2023, 12, 5), 'Valor': 574.88}, {'Data Pagamento': datetime.date(2024, 6, 30), 'Valor': 8783.23}]"
4923,2023-09-03,40156.51,2,Freitas da Mota - ME,Ministério da Educação,40156.51,35504.33,1981.8400000000001,"[datetime.date(2025, 1, 5), datetime.date(2023, 11, 2)]",-9.9747,-67.8076,Norte,AC,"[{'Data Pagamento': datetime.date(2025, 1, 5), 'Valor': 1809.69}, {'Data Pagamento': datetime.date(2023, 11, 2), 'Valor': 860.65}]"
5212,2021-12-31,22353.86,1,Gonçalves - ME,Ministério do Meio Ambiente,22353.86,2796.48,14800.580000000002,"[datetime.date(2022, 3, 4)]",-23.5505,-46.6333,Sudeste,SP,"[{'Data Pagamento': datetime.date(2022, 3, 4), 'Valor': 4756.8}]"
